,DAP,Date,Planting_num,Planting_name,Field_name,Account_name,Crop_name,Crop_height,Root,blank1,FEW,Kcb used,Ke,Evap (mm),Transpiration (mm),ET (mm),Pot transpiration (mm),Cumulative potential ET (mm),Cumulative actual ET (mm),Reference ET (mm),one minus C,blank2,DOY,WC L1,WC L2,WC L3,WC L4,WC L5,WC L6,WC L7,WC L8,WC L9,WC L10,WC L11,WC L12,WC L13,blank3,Dep L1,Dep L2,Dep L3,Dep L4,Dep L5,Dep L6,Dep L7,Dep L8,Dep L9,Dep L10,Dep L11,Dep L12,Dep L13,blank4,AF L1,AF L2,AF L3,AF L4,AF L5,AF L6,AF L7,AF L8,AF L9,AF L10,AF L11,AF L12,AF L13,blank5,Inf L1,Inf L2,Inf L3,Inf L4,Inf L5,Inf L6,Inf L7,Inf L8,Inf L9,Inf L10,Inf L11,Inf L12,Inf L13,blank6,Pdep L1,Pdep L2,Pdep L3,Pdep L4,Pdep L5,Pdep L6,Pdep L7,Pdep L8,Pdep L9,Pdep L10,Pdep L11,Pdep L12,Pdep L13,blank7,zwt,"Eq._Max (elev, m)",Eq. Max number,Irrigation (mm) + Rain (mm),Leaching (mm),Depth difference (mm),ET (mm),Sum of sources and sinks,Kcb_used,Cumulative Potential ET (mm)
107,88,2018-09-30,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.1523747,0.852091903,3.347841862,-4.199933765,6.207211667,,329.4227969,5.592082583,0,0,274,0.279273815,0.250794546,0.220785635,0.210739121,0.235503014,0.251159673,0.261111657,0.264851737,0,0,0,0,,0,0.000145237,0.001841091,0.005842873,0.015852176,0.022899397,0.010884033,0.010888834,0.010514826,0,0,0,0,,0,0,0,0,0.165077073,0.187450848,0.232668946,0.346866336,0.067936797,0,0,0,0,,0,0,-0.000198466,-0.000356171,-0.000463198,9.94841E-06,0.000395683,0.000106444,0.000537481,0,0,0,0,,0,0.558603842,8.368594865,29.21436518,66.05073253,71.56061627,77.74309087,72.59222855,65.71766463,0,0,0,0,,0,0,0,0,0,0,-4.199933765,-4.199933765,3.347841862,0.1523747,329.4227969
108,89,2018-10-01,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,604,0,0.6,,0.114152344,0.595617391,2.732779613,-3.328397003,5.791692743,,335.2144896,5.21774121,0,0,275,0.278300182,0.250024452,0.220278491,0.209902276,0.233289251,0.244309845,0.249285484,0.252131355,0,0,0,0,,0,0.000339964,0.00199511,0.005944302,0.016019545,0.02334215,0.011569015,0.012071452,0.011786864,0,0,0,0,,0,0,0,0,0.184164377,0.205699927,0.20122819,0.346917117,0.061990389,0,0,0,0,,0,0,-0.000194727,-0.000348745,-0.000450174,-9.89812E-07,0.000244908,0.000233606,0.000212412,0,0,0,0,,0,1.30755252,9.068679716,29.72150881,66.74810324,72.9442179,82.63582466,80.47634419,73.66790305,0,0,0,0,,0,0,0,0,0,0,-3.328397003,-3.328397003,2.732779613,0.114152344,335.2144896
109,90,2018-10-02,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,608,0,0.6,,0.080364645,0.374480827,2.172278579,-2.546759406,5.172345625,,340.3868352,4.659770833,0,0,276,0.277345446,0.249272179,0.219749108,0.20906805,0.230918032,0.238177466,0.241889302,0.243259621,0,0,0,0,,0,0.000530911,0.002145564,0.006050178,0.01618639,0.023816394,0.012182253,0.01281107,0.012674038,0,0,0,0,,0,0,0,0,0.217903583,0.236399622,0.189649133,0.298528554,0.057519108,0,0,0,0,,0,0,-0.000190947,-0.000341402,-0.000447278,-1.86411E-05,0.000153143,5.81744E-05,0.000134369,0,0,0,0,,0,2.041964331,9.752564839,30.25089178,67.44329139,74.42623006,87.01609568,85.40713202,79.21273709,0,0,0,0,,0,0,0,0,0,0,-2.546759406,-2.546759406,2.172278579,0.080364645,340.3868352
110,91,2018-10-03,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,612,0,0.6,,0.102377407,0.605857944,2.510111201,-3.115969145,6.568854784,,346.95569,5.917887193,0,0,277,0.276409616,0.248534056,0.219203849,0.208365708,0.228652495,0.233906858,0.236711746,0.237614375,0,0,0,0,,0,0.000718077,0.002293189,0.00615923,0.016326858,0.024269501,0.012609314,0.013328825,0.013238562,0,0,0,0,,0,0,0,0,0.251842622,0.263768075,0.167395121,0.263394182,0.0536,0,0,0,0,,0,0,-0.000187166,-0.000334791,-0.000443843,-3.72389E-05,8.26315E-05,1.91996E-05,7.36096E-05,0,0,0,0,,0,2.76183422,10.42358578,30.79615136,68.02857677,75.84219056,90.06652966,88.85883568,82.74101555,0,0,0,0,,0,0,0,0,0,0,-3.115969145,-3.115969145,2.510111201,0.102377407,346.95569
111,92,2018-10-04,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,616,0,0.6,,0.084961104,0.43176878,1.883708279,-2.315477059,5.640973591,,352.5966636,5.08195819,0,0,278,0.27549189,0.247808072,0.218652463,0.20671772,0.225566964,0.229712988,0.231471445,0.229746085,0,0,0,0,,0,0.000901622,0.002438386,0.006269507,0.016656456,0.024886607,0.013028701,0.013852856,0.014025392,0,0,0,0,,0,0,0,0,0.28422412,0.286348721,0.14717997,0.231103395,0.051143794,0,0,0,0,,0,0,-0.000183545,-0.000328742,-0.000439019,-5.51825E-05,4.64784E-05,-3.47056E-06,5.25945E-05,0,0,0,0,,0,3.467776756,11.08357083,31.34753742,69.40190025,77.77064756,93.0621516,92.35237009,87.65869713,0,0,0,0,,0,0,0,0,0,0,-2.315477059,-2.315477059,1.883708279,0.084961104,352.5966636
112,93,2018-10-05,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,620,0,0.6,,0.080455488,0.442209079,1.831420081,-2.27362916,6.100914786,,358.6975784,5.496319627,0,0,279,0.274591225,0.247093362,0.218063238,0.205511746,0.223058891,0.22687245,0.228045074,0.224695516,0,0,0,0,,0,0.001081755,0.002581328,0.006387352,0.016897651,0.025388222,0.013312755,0.014195493,0.014530448,0,0,0,0,,0,0,0,0,0.326349952,0.316121945,0.123328274,0.190323645,0.043876184,0,0,0,0,,0,0,-0.000180133,-0.000323075,-0.00044092,-6.73665E-05,2.65003E-05,-2.5239E-05,-9.36182E-06,0,0,0,0,,0,4.160596159,11.73330697,31.93676213,70.40687804,79.33819344,95.09110733,94.63661727,90.81530271,0,0,0,0,,0,0,0,0,0,0,-2.27362916,-2.27362916,1.831420081,0.080455488,358.6975784
113,94,2018-10-06,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,624,0,0.6,,0.033930814,0.077068331,0.673536662,-0.750604993,2.521184623,,361.218763,2.271337498,0,0,280,0.273706629,0.246387117,0.217461936,0.203964146,0.22043087,0.224466556,0.22516055,0.21998517,0,0,0,0,,0,0.001258674,0.002722577,0.006507613,0.017207171,0.025913826,0.013553344,0.014483945,0.015001483,0,0,0,0,,0,0,0,0,0.365799644,0.34053325,0.101131112,0.154692076,0.037843918,0,0,0,0,,0,0,-0.000176919,-0.000318168,-0.000438429,-7.80159E-05,2.00395E-05,-3.53363E-05,-4.04826E-05,0,0,0,0,,0,4.841054354,12.37534793,32.5380644,71.69654504,80.98070624,96.80960262,96.55963362,93.75926894,0,0,0,0,,0,0,0,0,0.762,0,0.011395007,-0.750604993,1.435536662,0.033930814,361.218763
114,95,2018-10-07,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,628,0,0.6,,0.051545482,0.11545259,0.684275928,-0.799728517,2.486199923,,363.7049629,2.239819751,0,0,281,0.272836755,0.245688899,0.216843122,0.204350716,0.219723472,0.223307143,0.224101431,0.227333119,0,0,0,0,,0,0.001432649,0.00286222,0.006631376,0.017129857,0.026055306,0.013669286,0.014589857,0.014266688,0,0,0,0,,0,0,0,0,0.409674846,0.367056542,0.076965018,0.116193364,0.030110229,0,0,0,0,,0,0,-0.000173975,-0.000313618,-0.000437381,-8.41361E-05,2.16103E-05,-4.24923E-05,-7.01437E-05,0,0,0,0,,0,5.510188326,13.01009183,33.15687762,71.37440344,81.42282998,97.63775531,97.26571257,89.16680033,0,0,0,0,,0,0,0,0,1.524,0,0.724271483,-0.799728517,2.208275928,0.051545482,363.7049629
115,96,2018-10-08,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,632,0,0.6,,0.101871714,0.353914323,1.141113242,-1.495027565,3.856270619,,367.5612336,3.474117675,0,0,282,0.271980464,0.244997836,0.216267564,0.204536993,0.219022579,0.222357813,0.224638977,0.240262677,0,0,0,0,,0,0.001603907,0.003000433,0.006746487,0.017092601,0.026195484,0.013764219,0.014536102,0.012973732,0,0,0,0,,0,0,0,0,0.42519597,0.367919568,0.058480116,0.094766654,0.053637693,0,0,0,0,,0,0,-0.000171258,-0.000309471,-0.000424583,-9.63758E-05,1.5204E-05,-3.97124E-05,7.88887E-05,0,0,0,0,,0,6.168874218,13.6383309,33.73243632,71.21917231,81.86088833,98.31584803,96.90734883,81.08582677,0,0,0,0,,0,0,0,0,8.1,0,6.604972435,-1.495027565,9.241113242,0.101871714,367.5612336
116,97,2018-10-09,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,636,0,0.6,,0.05,0.096184975,0.901647563,-0.997832538,2.135306453,,369.69654,1.923699507,0,0,283,0.271136689,0.244316827,0.215724702,0.203706748,0.217617569,0.221655618,0.226889743,0.313369629,0,0,0,0,,0,0.001772662,0.003136635,0.00685506,0.01725865,0.026476486,0.013834438,0.014311026,0.005663037,0,0,0,0,,0,0,0,0,0.415342878,0.34902637,0.04050732,0.104138474,0.090984957,0,0,0,0,,0,0,-0.000168755,-0.000304957,-0.000413529,-0.000105625,1.16519E-05,-1.23441E-05,0.000331566,0,0,0,0,,0,6.817931666,14.25742984,34.27529765,71.91104301,82.73901962,98.8174154,95.4068379,35.39398194,0,0,0,0,,0,0,0,0,9.652,0,8.654167462,-0.997832538,10.55364756,0.05,369.69654
117,98,2018-10-10,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,640,0,0.6,,0.14196256,0.34656115,1.586344178,-1.932905328,2.709748807,,372.4062888,2.441215141,0,0,284,0.270305159,0.243647015,0.215177979,0.20367383,0.21699374,0.221662049,0.225289267,0.406914976,0,0,0,0,,0,0.001938968,0.003270597,0.006964404,0.017265234,0.026601252,0.013833795,0.014471073,-0.003691498,0,0,0,0,,0,0,0,0,0.342025693,0.280238187,0.023999605,0.13050035,0.223236165,0,0,0,0,,0,0,-0.000166306,-0.000300269,-0.000409613,-0.00010781,2.01E-05,4.23823E-05,0,0,0,0,0,,0,7.457570167,14.86635042,34.82202113,71.9384749,83.12891269,98.81282191,96.47382214,-23.07185981,0,0,0,0,,0,0,0,0,0,0,-1.932905328,-1.932905328,1.586344178,0.14196256,372.4062888
118,99,2018-10-11,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,644,0,0.6,,0.05,0.071870322,0.890040802,-0.961911124,1.595521153,,374.00181,1.437406444,0,0,285,0.269485872,0.242986973,0.214654258,0.202297803,0.215441646,0.221111372,0.223515765,0.399772444,0,0,0,0,,0,0.002102826,0.003402605,0.007069148,0.017540439,0.026911671,0.013888863,0.014648423,-0.002977244,0,0,0,0,,0,0,0,0,0.354777966,0.28439842,0.025015546,0.10402228,0.231785788,0,0,0,0,,0,0,-0.000163857,-0.000295866,-0.00040061,-0.000113015,2.77195E-05,1.2335E-05,0,0,0,0,0,,0,8.087791024,15.46638799,35.3457423,73.08516441,84.0989715,99.20616308,97.65615649,-18.6077774,0,0,0,0,,0,0,0,0,0,0,-0.961911124,-0.961911124,0.890040802,0.05,374.00181
119,100,2018-10-12,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,648,0,0.6,,0.15461434,0.327471105,1.250105683,-1.577576788,2.2823424,,376.2841524,2.117986637,0,0,286,0.268678549,0.242337283,0.214109156,0.202118494,0.214894297,0.22046303,0.222949134,0.396825851,0,0,0,0,,0,0.00226429,0.003532543,0.007178169,0.017576301,0.027021141,0.013953697,0.014705087,-0.002682585,0,0,0,0,,0,0,0,0,0.36748032,0.28947183,0.018064352,0.074670275,0.250313222,0,0,0,0,,0,0,-0.000161465,-0.000291403,-0.000400423,-0.000109212,3.89597E-05,-9.7965E-06,0,0,0,0,0,,0,8.708808623,16.05701582,35.89084399,73.23458843,84.44106438,99.66926458,98.03391042,-16.76615676,0,0,0,0,,0,0,0,0,0,0,-1.577576788,-1.577576788,1.250105683,0.15461434,376.2841524
120,101,2018-10-13,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,652,0,0.6,,0.196915734,0.62007629,1.732520315,-2.352596605,3.291274526,,379.5754269,3.148942333,0,0,287,0.26788307,0.241695745,0.213583043,0.201166441,0.21381208,0.219911455,0.222223207,0.390322383,0,0,0,0,,0,0.002423386,0.003660851,0.007283391,0.017766712,0.027237584,0.014008854,0.014777679,-0.002032238,0,0,0,0,,0,0,0,0,0.377069184,0.292257548,0.007765628,0.064628965,0.258278675,0,0,0,0,,0,0,-0.000159096,-0.000287403,-0.000392626,-0.00011166,3.72493E-05,-8.20026E-06,0,0,0,0,0,,0,9.320715048,16.6402316,36.41695736,74.02796624,85.11744978,100.0632463,98.51786229,-12.7014896,0,0,0,0,,0,0,0,0,3.048,0,0.695403395,-2.352596605,4.780520315,0.196915734,379.5754269
121,102,2018-10-14,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,656,0,0.6,,0.160627869,0.295638946,1.017660754,-1.3132997,1.864079542,,381.4395064,1.840520875,0,0,288,0.267098931,0.241063094,0.213051269,0.199241768,0.211814915,0.219800369,0.221448052,0.409903463,0,0,0,0,,0,0.002580214,0.003787381,0.007389746,0.018151646,0.027637017,0.014019963,0.014855195,-0.003990346,0,0,0,0,,0,0,0,0,0.384161399,0.293510646,0,0.051153235,0.27117472,0,0,0,0,,0,0,-0.000156828,-0.000283358,-0.000389713,-0.00010908,0,-1.11086E-05,0,0,0,0,0,,0,9.923898888,17.21536949,36.94873147,75.63186026,86.36567811,100.1425934,99.03463177,-24.9396646,0,0,0,0,,0,0,0,0,0,0,-1.3132997,-1.3132997,1.017660754,0.160627869,381.4395064
122,103,2018-10-15,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,660,0,0.6,,0.291676451,0.545968181,0.971406527,-1.517374708,1.835140284,,383.2746467,1.871828115,0,0,289,0.266325855,0.24043838,0.212492004,0.198722505,0.210862076,0.2195755,0.22130983,0.40399187,0,0,0,0,,0,0.002734829,0.003912324,0.007501599,0.018255499,0.027827585,0.01404245,0.014869017,-0.003399187,0,0,0,0,,0,0,0,0,0.385980441,0.287948752,0,0.035679003,0.290391805,0,0,0,0,,0,0,-0.000154615,-0.000279558,-0.000391411,-0.000102466,0,-2.24869E-05,0,0,0,0,0,,0,10.51857294,17.78329099,37.50799628,76.06457921,86.96120248,100.303214,99.12678,-21.24491904,0,0,0,0,,0,0,0,0,0,0,-1.517374708,-1.517374708,0.971406527,0.291676451,383.2746467
123,104,2018-10-16,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,664,0,0.6,,0.340125605,0.383709283,0.544320915,-0.928030198,1.069476674,,384.3441234,1.128139951,0,0,290,0.265563445,0.239819692,0.211945752,0.198245682,0.210013037,0.219366494,0.221198004,0.395645378,0,0,0,0,,0,0.002887311,0.004036062,0.00761085,0.018350864,0.027997393,0.014063351,0.0148802,-0.002564538,0,0,0,0,,0,0,0,0,0.38798678,0.281807235,0,0.033027547,0.297178438,0,0,0,0,,0,0,-0.000152482,-0.00027622,-0.00038547,-0.000103942,0,-2.09006E-05,0,0,0,0,0,,0,11.10504203,18.34573497,38.0542476,76.46193125,87.49185212,100.452504,99.2013305,-16.0283612,0,0,0,0,,0,0,0,0,0,0,-0.928030198,-0.928030198,0.544320915,0.340125605,384.3441234
124,105,2018-10-17,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,668,0,0.6,,0.245429176,0.250088576,0.465639635,-0.715728212,0.932982397,,385.2771058,1.018984707,0,0,291,0.264811043,0.239207809,0.211412055,0.198558243,0.209786731,0.219174965,0.221221625,0.390156439,0,0,0,0,,0,0.003037791,0.004158438,0.007717589,0.018288351,0.028042654,0.014082503,0.014877837,-0.002015644,0,0,0,0,,0,0,0,0,0.389622525,0.276060947,0,0.030847297,0.303469231,0,0,0,0,,0,0,-0.000150481,-0.000272857,-0.000379596,-0.000105005,0,-1.91529E-05,0,0,0,0,0,,0,11.68381322,18.90199173,38.58794476,76.20146422,87.63329304,100.5893107,99.18558314,-12.59777412,0,0,0,0,,0,0,0,0,0,0,-0.715728212,-0.715728212,0.465639635,0.245429176,385.2771058
125,106,2018-10-18,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,672,0,0.6,,0.195120922,0.139740329,0.311750647,-0.451490976,0.632523962,,385.9096298,0.716172964,0,0,292,0.264068246,0.238603158,0.21090834,0.198943037,0.209703273,0.219020762,0.221229622,0.386245016,0,0,0,0,,0,0.003186351,0.004279368,0.007818332,0.018211393,0.028059345,0.014097924,0.014877038,-0.001624502,0,0,0,0,,0,0,0,0,0.393226971,0.272449406,0,0.031399057,0.302924566,0,0,0,0,,0,0,-0.000148559,-0.00026949,-0.000370233,-0.000110172,0,-1.54203E-05,0,0,0,0,0,,0,12.25519509,19.45167476,39.09166042,75.8808021,87.68545407,100.6994558,99.18025199,-10.15313499,0,0,0,0,,0,0,0,0,0,0,-0.451490976,-0.451490976,0.311750647,0.195120922,385.9096298
126,107,2018-10-19,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,676,0,0.6,,0.34574461,0.532030581,0.643126913,-1.175157494,1.309208025,,387.2188378,1.538796456,0,0,293,0.263334799,0.23800689,0.21043449,0.199552759,0.209857551,0.218894659,0.221257624,0.383907338,0,0,0,0,,0,0.00333304,0.004398622,0.007913102,0.018089448,0.02802849,0.014110534,0.014874238,-0.001390734,0,0,0,0,,0,0,0,0,0.396797374,0.270123935,0,0.031467561,0.30161113,0,0,0,0,,0,0,-0.000146689,-0.000265943,-0.000360713,-0.000115067,0,-1.26103E-05,0,0,0,0,0,,0,12.81938534,19.99373621,39.56550951,75.37270116,87.58903086,100.7895291,99.1615838,-8.692086272,0,0,0,0,,0,0,0,0,0,0,-1.175157494,-1.175157494,0.643126913,0.34574461,387.2188378
127,108,2018-10-20,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,680,0,0.6,,0.364816679,0.618083716,0.660529316,-1.278613032,1.386558626,,388.6053964,1.69423097,0,0,294,0.262610681,0.23741979,0.209995393,0.199410855,0.20959562,0.218795134,0.221152455,0.376668757,0,0,0,0,,0,0.003477864,0.004516042,0.008000921,0.018117829,0.028080876,0.014120487,0.014884754,-0.000666876,0,0,0,0,,0,0,0,0,0.40067259,0.269226177,0,0.031827996,0.298273237,0,0,0,0,,0,0,-0.000144824,-0.000262244,-0.000350063,-0.000120761,0,-9.95251E-06,0,0,0,0,0,,0,13.37639958,20.52746399,40.00460654,75.49095386,87.75273729,100.8606185,99.23169665,-4.167972978,0,0,0,0,,0,0,0,0,0,0,-1.278613032,-1.278613032,0.660529316,0.364816679,388.6053964
128,109,2018-10-21,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,684,0,0.6,,0.412519119,0.673606359,0.589829349,-1.263435708,1.283466812,,389.8888632,1.63290943,0,0,295,0.261895998,0.236842675,0.209566126,0.199198974,0.209316208,0.218694913,0.238258889,0.351301129,0,0,0,0,,0,0.0036208,0.004631465,0.008086775,0.018160205,0.028136758,0.014130509,0.013174111,0.001869887,0,0,0,0,,0,0,0,0,0.402019819,0.267854424,0,0.029405635,0.300720122,0,0,0,0,,0,0,-0.000142936,-0.000258359,-0.000344213,-0.000121043,0,-1.00221E-05,0.001720045,0,0,0,0,,0,13.92615517,21.05211343,40.43387386,75.66752154,87.92737023,100.932205,87.82740745,11.68679409,0,0,0,0,,0,0,0,0,0,0,-1.263435708,-1.263435708,0.589829349,0.412519119,389.8888632
129,110,2018-10-22,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,688,0,0.6,,0.409871595,0.606033108,0.493528506,-1.099561614,1.114267384,,391.0031306,1.478592601,0,0,296,0.261190968,0.236274904,0.209144066,0.199467239,0.209374922,0.221870611,0.255872439,0.32061329,0,0,0,0,,0,0.003761806,0.004745019,0.008171187,0.018106552,0.028125016,0.013812939,0.011412756,0.004938671,0,0,0,0,,0,0,0,0,0.279153053,0.18467013,0,0.325848634,0.210328183,0,0,0,0,,0,0,-0.000141006,-0.00025456,-0.000338972,-0.000120667,0,0.00031757,0.00227112,0,0,0,0,,0,14.46848635,21.56826938,40.855934,75.4439671,87.89067381,98.66384915,76.08504088,30.86669398,0,0,0,0,,0,0,0,0,0,0,-1.099561614,-1.099561614,0.493528506,0.409871595,391.0031306
130,111,2018-10-23,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,692,0,0.6,,0.404509123,0.630057292,0.481998152,-1.112055444,1.123330213,,392.1264608,1.557584876,0,0,297,0.260495656,0.235715903,0.208744024,0.199987852,0.210188737,0.227135003,0.269923554,0.290942019,0,0,0,0,,0,0.003900869,0.004856819,0.008251195,0.01800243,0.027962253,0.0132865,0.010007645,0.007905798,0,0,0,0,,0,0,0,0,0.209766553,0.137923018,0.019023143,0.476677293,0.156609993,0,0,0,0,,0,0,-0.000139062,-0.000250862,-0.000330871,-0.000123222,0.00010761,0.000643437,0.002283802,0,0,0,0,,0,15.00334168,22.07645163,41.25597566,75.01012298,87.3820394,94.90356961,66.71763046,49.41123837,0,0,0,0,,0,0,0,0,0,0,-1.112055444,-1.112055444,0.481998152,0.404509123,392.1264608
131,112,2018-10-24,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,696,0,0.6,,0.319310301,0.293596817,0.262734155,-0.556330972,0.633332175,,392.759793,0.919471799,0,0,298,0.259810021,0.235166003,0.208373193,0.200562036,0.211312562,0.234365761,0.268777215,0.273553758,0,0,0,0,,0,0.004037996,0.004966799,0.008325361,0.017887593,0.027737488,0.012563424,0.010122278,0.009644624,0,0,0,0,,0,0,0,0,0.172546683,0.11616369,0.058648558,0.536208283,0.116432786,0,0,0,0,,0,0,-0.000137127,-0.000247107,-0.000321273,-0.000123269,0.000157487,0.000908831,0.001052648,0,0,0,0,,0,15.53075297,22.57636057,41.62680708,74.53163642,86.67964845,89.73874218,67.48185636,60.27890143,0,0,0,0,,0,0,0,0,19.812,0,19.25566903,-0.556330972,20.07473416,0.319310301,392.759793
